blast_temp_C,coke_rate_kg_per_t,pci_rate_kg_per_t,air_flow_Nm3_min,top_gas_pressure_bar,moisture_g_Nm3,ore_grade_pct,burden_index,hot_metal_tpd,fuel_rate_kg_per_t,efficiency_score
934.4,447.6,120.1,5036.0,2.83,28.5,62.2,0.757,6279,750.0,26.7
1131.1,457.5,92.3,3202.0,3.3,6.5,59.8,0.562,5699,648.4,40.9
1167.5,511.4,200.3,3626.0,3.5,24.8,62.9,0.779,6243,750.0,36.9
992.8,374.2,162.7,5578.0,2.28,32.7,65.9,0.804,7072,750.0,27.7
907.3,388.6,206.3,3366.0,2.01,23.5,64.1,0.731,6396,750.0,20.9
928.8,526.5,176.4,3468.0,1.87,26.4,63.3,0.64,5616,750.0,15.0
1238.8,525.2,215.9,4632.0,2.53,28.8,66.5,0.516,6246,750.0,30.5
1003.4,544.1,151.4,3823.0,2.71,11.7,61.1,0.831,6485,750.0,29.2
1169.2,525.5,169.4,3666.0,2.44,22.4,66.6,0.935,6941,750.0,37.9
1118.6,331.8,160.7,4727.0,2.27,14.3,62.4,0.867,6569,630.1,44.7
1033.7,505.9,147.8,4118.0,1.84,12.5,58.0,0.947,6387,750.0,24.8
972.0,402.5,198.4,3422.0,2.38,10.8,65.3,0.965,7283,672.2,38.6
942.5,547.7,170.2,4605.0,1.67,22.6,66.8,0.725,6265,750.0,20.4
1115.3,418.1,192.2,4161.0,3.23,28.8,62.8,0.849,7096,750.0,35.4
1171.1,438.5,190.1,5204.0,1.59,31.3,62.5,0.699,6060,750.0,24.2
1125.4,432.4,106.7,3308.0,2.26,17.9,66.1,0.96,7182,662.8,42.4
1085.6,380.4,171.0,4862.0,1.7,16.2,66.8,0.781,7406,735.7,33.1
914.7,318.8,108.0,4309.0,3.05,25.6,67.7,0.876,7349,634.6,39.0
1239.0,523.9,161.7,4218.0,2.13,28.4,61.5,0.507,5258,750.0,26.8
1179.5,500.7,174.8,3697.0,1.73,12.6,63.9,0.788,6349,750.0,28.5
1002.5,334.9,219.6,3091.0,2.56,13.9,66.2,0.871,7475,677.7,43.2
1243.0,494.2,84.3,5543.0,3.33,21.0,63.3,0.629,6402,750.0,42.7
1110.7,456.5,92.8,3979.0,3.32,18.3,62.6,0.507,5636,750.0,28.2
1072.8725469848957,402.3,90.8,5043.0,2.0,26.2,63.7,0.872,6683,750.0,28.4
1161.8,363.5,135.8,5843.0,2.94,20.1,61.6,0.669,6631,708.7,38.6
1184.1,514.9,195.0,4695.0,1.56,8.3,59.9,0.714,6577,750.0,31.5
1129.8,475.0,198.2,4191.0,1.76,10.0,58.7,0.781,6064,750.0,23.2
944.8,436.9,183.2,3805.0,2.5,32.1,64.1,0.555,6231,750.0,22.2
1018.4,452.4,205.6,5802.0,1.96,11.8,61.8,0.552,6984,750.0,27.8
1224.8,322.8,125.2,5046.0,3.1,6.5,66.8,0.98,8243,408.6,85.6
978.6,418.5,92.3,4996.0,3.36,26.9,60.2,0.669,6062,750.0,31.9
1030.3,348.4,88.1,4278.0,1.51,25.5,61.1,0.628,6372,750.0,21.6
1051.2,352.1,199.3,5535.0,1.97,23.0,67.7,0.524,7186,750.0,27.3
1053.8,465.3,182.3,5141.0,2.38,20.1,63.6,0.587,6248,750.0,25.8
1114.5,527.8,177.8,3850.0,2.63,34.1,61.5,0.715,5671,750.0,25.3
1230.1,400.9,127.6,4799.0,3.33,8.6,66.6,0.671,7363,535.2,63.5
1072.8725469848957,351.9,133.2,4291.0,3.28,20.3,65.4,0.712,6840,703.7,38.6
942.5,462.2,214.1,3020.0,2.77,21.9,63.7,0.852,6792,750.0,28.3
969.1,517.8,88.9,5423.0,2.01,5.7,66.9,0.821,7124,637.5,42.0
1210.4,487.1,188.3,3368.0,3.07,17.4,58.9,0.747,6108,750.0,36.0
1126.0,517.2,123.3,4530.0,1.91,28.5,61.9,0.907,6335,750.0,29.0
1000.1,434.1,85.5,4009.0,3.43,19.1,66.1,0.929,7122,661.7,45.9
1185.6,488.0,184.0,4026.0,1.51,31.3,61.9,0.795,6735,750.0,28.1
1201.5,335.0,126.3,4432.0,2.64,24.3,67.3,0.559,6889,706.1,40.4
1196.3,387.1,181.1,5991.0,1.68,28.0,59.5,0.703,6683,750.0,25.0
1221.6,397.4,179.1,4225.0,2.32,29.1,61.4,0.817,6768,750.0,33.4
988.3,427.8,154.9,3547.0,2.77,25.7,62.3,0.531,5840,750.0,25.8
1164.3,532.3,188.8,4841.0,2.88,27.5,64.9,0.51,6144,750.0,31.2
1061.2,518.6,161.3,3709.0,3.07,25.9,60.0,0.974,6448,750.0,34.6
1194.7,333.6,120.1,3317.0,2.69,21.5,58.1,0.865,7354,707.2,39.7
1155.0,343.2,182.8,3151.0,2.0,22.0,67.8,0.577,6773,750.0,29.4
1171.8,389.4,162.5,3069.0,3.28,10.7,67.0,0.723,6665,590.9,53.7
1129.7,372.7,81.8,4293.0,3.12,29.8,61.0,0.597,6742,750.0,34.3
962.1,453.7,206.2,4280.0,1.82,14.4,62.8,0.505,5943,750.0,20.2
1090.8,525.7,156.4,3557.0,3.15,21.1,62.9,0.696,6199,750.0,29.6
1244.6,540.6,201.6,5352.0,3.45,12.5,66.7,0.824,7263,745.9,44.3
1228.1,463.4,203.6,3388.0,2.77,25.9,64.0,0.977,6866,750.0,38.6
915.1,509.5,142.3,5746.0,2.06,34.3,66.3,0.885,6272,750.0,21.2
957.7,431.3,151.1,4763.0,2.71,29.1,67.1,0.615,5980,750.0,22.2
946.1,352.1,138.2,3083.0,2.19,23.6,63.7,0.668,6188,750.0,21.8
1154.1,431.2,142.9,5889.0,2.85,22.0,60.9,0.76,6921,750.0,34.2
1186.2,438.8,205.3,3924.0,2.59,19.7,63.0,0.596,6022,750.0,28.8
974.7,485.6,190.3,4350.0,3.36,11.1,66.5,0.916,7515,742.0,39.6
1077.0,355.0,97.7,3853.0,2.74,15.4,63.8,0.584,7247,614.6,46.7
1194.2,392.1,165.4,5185.0,1.93,17.2,67.0,0.645,7197,730.5,37.8
1156.5,391.0,219.4,4457.0,2.95,33.3,67.0,0.789,6742,750.0,37.2
1089.8,539.9,163.4,3397.0,2.1,17.8,61.7,0.562,5776,750.0,25.9
1106.6,411.0,190.0,3313.0,2.04,22.6,62.5,0.812,6832,750.0,31.1
1077.9,488.8,187.7,5176.0,2.28,32.7,64.8,0.972,7185,750.0,31.5
1004.1,487.7,129.0,3711.0,1.52,20.6,59.1,0.846,6040,750.0,19.7
1097.8,366.4,132.1,3413.0,3.44,12.5,62.7,0.906,7500,575.8,59.7
1141.1,443.0,181.4,4498.0,2.56,16.4,59.5,0.719,6696,750.0,34.4
1205.7,523.6,150.0,5408.0,3.05,16.3,66.5,0.683,7068,750.0,38.7
1122.7,418.8,159.9,3836.0,2.02,26.4,67.4,0.664,6700,750.0,23.8
1166.4,536.3,179.8,3829.0,2.99,13.9,59.4,0.83,6261,750.0,32.8
956.0,353.6,188.9,5502.0,2.63,26.9,64.7,0.759,7280,750.0,28.1
1061.5,318.5,118.0,3444.0,2.35,31.7,64.4,0.736,6493,750.0,27.9
903.3,522.9,100.6,4850.0,3.44,15.1,65.6,0.55,6925,750.0,29.8
986.3,511.9,120.9,5865.0,2.49,9.1,65.0,0.837,6928,704.9,39.6
1154.3,548.1,151.1,5524.0,2.81,24.2,60.2,0.863,6631,750.0,37.1
1247.1,469.8,127.9,3185.0,1.53,15.8,60.9,0.598,5631,750.0,28.5
934.7,534.2,159.6,3960.0,2.1,21.0,59.7,0.88,5913,750.0,19.9
1040.5,506.7,87.5,3427.0,3.28,24.0,67.2,0.94,6730,750.0,29.2
1180.0,511.1,151.4,5848.0,3.02,17.2,63.2,0.587,6185,750.0,36.1
971.4,442.3,131.5,5958.0,2.57,32.7,67.8,0.726,6626,750.0,24.4
1094.3,395.6,154.9,4488.222299089127,3.3,17.0,62.5,0.938,7323,693.9,46.4
1156.6,533.6,139.2,5009.0,2.47,14.2,63.5,0.744,6557,750.0,34.6
1115.6,408.0,119.8,5525.0,2.63,31.6,65.9,0.908,7483,750.0,33.9
965.8,434.7,206.6,3701.0,2.26,9.1,66.0,0.608,6476,746.6,25.3
1024.4,411.5,105.9,3563.0,2.74,8.7,60.3,0.532,6348,650.4,41.2
1174.3,441.2,175.4,3034.0,2.14,33.1,60.9,0.53,5395,750.0,20.2
1094.0,417.6,209.5,4236.0,2.27,11.3,59.0,0.986,7387,728.3,38.0
901.8,312.0,155.4,5698.0,3.43,9.5,66.1,0.582,7639,568.0,56.3
1166.3,520.5,202.7,5709.0,1.72,21.1,65.9,0.932,7394,750.0,31.7
912.4,411.1,97.5,3383.0,1.71,6.4,58.8,0.658,6038,653.6,28.0
1161.0,447.2,149.1,3613.0,1.59,23.6,60.6,0.52,6009,750.0,28.1
970.9,334.8,144.0,4224.0,2.14,18.6,62.5,0.62,6142,738.4,23.8
1235.3,300.8,81.1,5342.0,2.3,24.2,63.4,0.753,7325,610.8,50.5
1028.8,361.3,142.1,4836.0,1.69,13.5,63.2,0.553,6620,676.4,35.9
1014.4,476.1,131.7,4542.0,2.6,32.2,67.8,0.961,7178,750.0,29.0
952.1,324.8,173.8,4776.0,2.67,13.1,65.6,0.95,7802,566.4,51.8
1007.0,527.2,211.4,3289.0,3.0,24.1,59.1,0.575,5238,750.0,27.6
1206.8,353.8,92.0,4433.0,3.45,33.4,60.9,0.869,6586,750.0,35.3
1248.7,351.1,125.8,5976.0,2.74,17.0,61.5,0.73,7239,638.4,53.9
1028.9,345.4,142.2,3265.0,1.72,9.8,61.2,0.991,7148,602.9,44.7
1057.0,303.5,143.7,4558.0,1.68,7.1,65.9,0.528,7306,563.5,50.5
1152.7,493.0,188.5,3887.0,3.06,33.9,61.6,0.736,6313,750.0,30.7
1210.2,518.8,142.1,4620.0,2.8,27.9,62.9,0.643,6130,750.0,31.8
1107.6,453.5,83.8,4721.0,1.82,32.6,63.3,0.863,6422,750.0,28.6
1037.0,347.0,179.4,4732.0,2.01,26.0,60.7,0.556,6477,750.0,27.1
1044.4,371.3,203.9,5557.0,3.0,15.3,61.2,0.814,7200,736.5,34.5
1143.5,419.0,151.9,4169.0,2.63,8.7,65.8,0.974,7652,599.6,53.3
901.1,538.6,161.4,4549.0,2.67,32.9,66.7,0.727,5792,750.0,21.0
1116.9,361.8,102.8,3033.0,1.92,19.7,58.4,0.727,6401,716.3,32.5
1024.4,482.9,110.9,5369.0,2.76,16.9,64.1,0.748,6708,750.0,32.9
1178.0,409.9,112.9,3778.0,3.04,22.3,64.3,0.708,7014,703.8,42.3
932.5,374.5,140.3,5450.0,3.27,8.2,65.4,0.724,7129,581.4,50.1
1105.9,414.0,209.9,3797.0,2.97,14.3,64.9,0.732,6937,750.0,34.8
1068.3,317.8,153.0,3032.0,2.65,24.1,66.8,0.999,7805,705.5,36.3
1124.8,499.7,106.9,3464.0,2.85,8.0,58.8,0.558,5983,729.2,37.9
1072.8725469848957,360.8,117.3,5957.0,2.47,9.1,61.9,0.643,6640,629.2,34.8
1103.0,481.4,133.8,3959.0,1.95,20.3,65.8,0.605,6499,750.0,27.5
1096.5,317.1,167.3,3326.0,3.26,23.7,66.5,0.772,6954,716.6,35.9
1096.2,538.8,141.6,3356.0,2.57,10.6,60.6,0.501,5901,750.0,28.3
1111.2,348.3,134.9,3931.0,2.69,6.0,63.9,0.961,7515,491.3,66.4
1136.8,520.7,159.1,3113.0,3.48,33.8,59.8,0.766,6099,750.0,27.8
1181.7,502.4,113.9,4534.0,3.47,5.8,66.5,0.948,7683,569.8,64.9
994.4,542.0,91.0,3641.0,2.67,5.1,65.3,0.672,6534,663.0,41.7
1188.8,419.5,83.4,4558.0,1.57,14.7,60.2,0.575,6141,698.8,32.0
1074.4,481.8,115.2,3422.0,2.29,11.7,64.2,0.596,6284,750.0,34.7
927.0,392.7,92.8,4290.0,3.37,22.2,63.1,0.735,6658,733.9,27.7
920.5,346.1,127.1,4794.0,2.08,31.8,60.6,0.52,6022,750.0,15.7
1017.0,410.8,188.2,3186.0,3.5,19.4,66.9,0.891,7290,750.0,36.8
1174.7,341.4,180.3,4196.0,1.67,28.2,59.5,0.895,7109,750.0,29.8
1147.7,545.5,165.5,3908.0,2.64,32.3,62.7,0.851,5971,750.0,28.3
1176.0,324.1,199.4,3721.0,2.53,10.7,63.8,0.948,7993,589.5,60.0
1081.0,447.3,119.5,4814.0,2.01,19.6,66.2,0.775,7018,750.0,27.9
1054.1,456.6,203.9,4766.0,3.4,24.3,59.5,0.74,6708,750.0,31.5
951.6,434.5,135.9,4892.0,2.74,15.0,64.1,0.765,6909,707.5,33.4
1014.9,465.5,136.1,3477.0,1.96,27.2,58.1,0.591,5442,750.0,21.2
1051.9,329.0,136.7,3857.0,2.27,26.2,66.2,0.756,7061,750.0,31.6
931.0,438.8,93.7,3629.0,2.94,17.6,60.3,0.771,5979,740.5,26.7
977.2,371.8,216.6,4622.0,2.1,7.6,65.2,0.882,7686,652.2,41.9
1109.4,535.0,99.4,4383.0,3.26,5.3,64.0,0.674,7489,659.2,50.9
1157.5,490.5,127.7,3991.0,1.83,16.1,58.5,0.546,6066,750.0,28.2
1249.4,543.1,124.7,5358.0,2.03,7.5,59.8,0.799,6421,750.0,34.5
1226.6,309.4,90.5,3282.0,1.79,28.4,60.7,0.894,6310,722.3,28.4
1124.9,371.3,101.3,5925.0,1.71,15.0,66.9,0.985,7879,558.7,51.4
1047.4,348.9,86.3,3350.0,2.1,25.0,62.8,0.545,6352,750.0,25.1
1122.7,302.8,120.9,5319.0,3.5,15.4,67.1,0.873,8085,522.3,69.3
1175.0,360.6,201.3,4105.0,1.69,28.9,58.5,0.798,6871,750.0,27.1
941.4,469.7,127.5,5596.0,1.93,31.7,58.1,0.508,5112,750.0,15.2
1043.5,357.8,97.3,3223.0,2.04,30.1,67.5,0.859,6961,750.0,23.9
1193.9,427.3,170.4,4124.0,2.74,19.5,65.2,0.513,6483,750.0,34.7
1034.3,522.0,219.5,4006.0,2.99,7.5,65.8,0.893,7412,741.6,37.2
1100.2,473.4,112.5,5979.0,3.0,16.2,67.2,0.861,7651,712.8,39.2
1105.7,398.7,119.1,5957.0,1.52,17.7,67.8,0.844,7778,697.2,36.9
964.6,393.1,216.1,3569.0,2.8,33.8,59.0,0.56,5621,750.0,19.1
1026.8,413.9,105.0,4890.0,2.76,22.0,59.6,0.96,7149,736.0,33.7
1017.1,344.3,151.6,4607.0,2.54,24.2,59.9,0.949,7083,750.0,31.6
909.2,458.5,113.6,3463.0,2.26,28.5,66.2,0.95,6986,750.0,26.0
908.5,391.0,210.5,3503.0,3.09,22.0,61.6,0.68,6754,750.0,25.2
1191.1,513.1,217.4,5968.0,2.19,23.0,63.9,0.746,6738,750.0,33.6
995.6,489.1,194.1,4358.0,1.96,12.4,66.6,0.557,6276,750.0,26.0
1081.3,452.6,124.1,3377.0,2.12,6.8,64.8,0.526,6428,680.6,36.2
1004.6,391.1,136.5,3644.0,2.38,26.6,58.7,0.529,5885,750.0,20.7
1229.2,352.5,113.9,3805.0,1.93,30.5,62.5,0.784,6235,750.0,27.7
990.8,494.0,204.7,4533.0,2.72,17.4,58.7,0.661,5904,750.0,29.3
1050.4,421.6,208.0,4007.0,3.27,21.5,62.8,0.79,6995,750.0,36.6
1205.5,356.2,138.6,4365.0,2.69,14.2,60.2,0.796,6408,637.2,48.4
1194.7,348.8,171.9,3499.0,2.39,18.5,58.0,0.954,6712,730.0,34.2
965.1,341.4,103.2,3980.0,3.09,11.3,66.1,0.941,7548,511.2,59.3
1180.9,494.3,140.9,3211.0,3.0,27.8,67.7,0.859,6792,750.0,33.1
1060.4,357.2,168.4,5669.0,2.23,19.8,67.6,0.909,7694,668.0,41.1
1069.0,431.7,134.0,3596.0,2.71,21.4,61.0,0.502,5776,750.0,29.7
946.7,412.9,130.1,5271.0,2.96,6.1,66.3,0.508,6583,629.1,42.6
928.2,444.9,80.1,4049.0,1.99,23.7,64.8,0.729,6726,750.0,22.4
1154.8,519.3,192.6,4423.0,2.23,11.1,66.0,0.827,6898,750.0,34.9
1073.8,516.9,204.5,3874.0,1.71,16.5,66.5,0.897,6409,750.0,25.0
1052.9,412.8,215.7,5089.0,3.48,17.4,67.8,0.724,7715,750.0,40.9
1155.3,303.8,180.7,5534.0,1.67,18.5,59.5,0.97,7262,692.7,36.8
1167.9,406.6,156.8,3859.0,1.84,11.8,65.7,0.907,7084,659.7,43.0
955.6,451.5,117.7,3727.0,2.46,30.5,65.3,0.551,6038,750.0,21.6
1113.6,439.4,219.9,5044.0,3.23,17.8,60.9,0.72,6648,750.0,33.6
947.4,462.8,162.6,3585.0,2.21,23.4,61.9,0.997,6657,750.0,27.2
1163.0,338.5,175.4,4920.0,3.04,23.4,59.8,0.705,6655,750.0,39.0
1129.9,461.6,175.5,3283.0,2.85,23.2,67.1,0.693,6537,750.0,34.0
1234.8,345.7,198.3,4860.0,2.78,21.8,66.8,0.647,7068,739.6,36.5
924.1,487.6,81.4,4540.0,3.19,29.7,64.1,0.743,5908,750.0,24.1
920.0,384.8,110.8,3342.0,1.53,29.4,63.1,0.865,7211,750.0,23.2
998.8,477.5,173.2,4947.0,3.36,17.5,60.3,0.524,5860,750.0,26.0
991.6,312.0,205.3,4340.0,3.16,24.1,65.9,0.918,7262,716.7,36.3
986.4,402.0,175.9,3651.0,3.38,8.1,58.1,0.959,7341,628.0,47.4
1217.2,476.3,137.9,4060.0,3.09,7.7,62.6,0.891,7270,634.2,52.4
987.3,356.7,130.6,4476.0,3.26,19.4,66.6,0.958,7671,620.4,50.9
995.2,498.8,183.3,3275.0,1.91,32.0,64.2,0.547,5405,750.0,17.2
1165.8,457.7,183.8,5873.0,2.14,24.5,64.4,0.725,6695,750.0,28.8
1057.4,446.9,165.0,4997.0,2.13,25.1,58.7,0.536,5668,750.0,22.5
1171.8,388.4,120.8,3308.0,1.72,9.7,60.9,0.918,7283,607.8,48.0
922.9,420.6,209.5,5469.0,2.96,18.6,64.7,0.976,7432,750.0,34.6
1070.6,449.3,157.3,3968.0,1.77,17.0,58.5,0.649,6225,750.0,21.2
911.8,418.1,190.7,4790.0,1.61,28.5,61.3,0.768,6214,750.0,16.5
921.9,474.6,110.0,3831.0,3.05,9.1,61.5,0.649,6228,736.4,33.2
1217.3,408.4,128.2,5200.0,3.31,21.2,63.0,0.689,6669,750.0,36.4
948.7,350.6,202.4,5169.0,3.03,32.3,61.6,0.738,7186,750.0,28.2
1086.3,353.5,87.0,4656.0,3.15,31.8,62.5,0.895,6965,750.0,32.9
1043.9,301.5,151.7,3723.0,2.69,30.6,63.5,0.573,6436,750.0,30.5
1021.6,375.2,147.4,3761.0,3.28,16.2,59.3,0.579,6746,750.0,35.0
1214.9,487.2,185.2,4149.0,2.49,33.2,59.8,0.601,5805,750.0,26.2
907.6,498.5,119.5,3435.0,3.48,29.2,66.3,0.527,5969,750.0,25.7
1132.3,350.6,110.7,4013.0,1.71,30.5,62.6,0.822,6629,750.0,25.9
1237.2,539.8,209.7,5053.0,3.12,33.0,61.6,0.595,5736,750.0,32.6
1096.1,425.6,160.0,5493.0,2.78,33.1,62.3,0.719,6776,750.0,31.1
1227.9,529.2,94.7,3998.0,2.66,12.2,59.7,0.843,6110,742.5,35.7
918.3,476.7,107.0,3701.0,2.95,8.8,60.4,0.724,6054,680.0,33.8
1046.6,480.6,219.8,5498.0,3.18,25.7,63.2,0.953,6894,750.0,36.3
991.1,321.3,107.4,5672.0,3.23,21.9,61.6,0.885,7393,662.6,44.0
1155.8,355.0,165.5,4230.0,1.85,14.8,62.8,0.637,6769,705.4,34.5
1243.5,302.2,138.8,3081.0,1.89,25.5,59.5,0.565,5698,750.0,29.0
989.8,479.0,204.0,5085.0,1.53,6.9,59.6,0.947,7470,750.0,30.9
1129.0,386.1,185.7,5352.0,1.76,6.4,61.8,0.698,7272,674.1,39.8
969.3,496.7,163.6,3054.0,2.03,15.6,61.8,0.691,5856,750.0,14.2
1097.9,384.7,81.5,4785.0,2.94,10.8,66.8,0.905,7838,513.1,65.9
1072.8725469848957,504.8,203.2,4765.0,2.45,26.6,58.3,0.505,5586,750.0,22.9
1240.2,332.7,142.3,4136.0,3.02,33.4,67.9,0.726,7100,750.0,38.1
1113.0,343.3,210.4,5249.0,2.47,24.8,67.6,0.857,7752,743.6,39.4
1022.3,385.2,149.4,4285.0,2.61,24.6,63.4,0.924,7142,750.0,29.6
939.9,402.1,177.2,5030.0,1.72,5.2,65.2,0.943,7860,613.9,42.9
952.9,387.2,89.7,4551.0,3.05,20.4,67.4,0.733,7065,671.9,37.1
978.9,490.9,184.3,3745.0,3.02,29.5,60.5,0.924,6381,750.0,32.1
987.8,324.2,127.3,4820.0,2.12,24.6,61.2,0.518,6158,750.0,25.5
1197.7,387.8,129.2,5211.0,2.16,11.8,59.1,0.653,6551,706.2,39.1
1096.4,509.3,96.6,5922.0,1.94,30.5,63.6,0.505,5592,750.0,17.7
1083.2,316.7,100.6,4140.0,3.13,33.9,59.6,0.583,5907,750.0,25.2
940.2,535.6,106.0,3193.0,2.99,13.4,67.3,0.862,6639,750.0,31.8
1201.0,546.6,125.9,5964.0,2.72,11.2,62.3,0.502,6212,750.0,35.5
1153.0,322.1,204.9,4871.0,1.98,15.2,67.2,0.762,7897,665.7,45.3
923.7,372.8,131.6,5839.0,1.84,6.9,60.1,0.707,6741,664.0,31.7
1147.7,393.1,181.4,3311.0,1.6,31.2,64.9,0.561,6009,750.0,25.4
1090.2,494.1,91.6,4026.0,1.59,32.9,64.5,0.843,6099,750.0,25.3
928.6,449.0,162.8,3402.0,1.87,24.0,62.0,0.847,6246,750.0,21.6
1060.4,461.1,147.5,5507.0,1.7,27.9,67.0,0.863,7357,750.0,27.0
1069.6,489.4,216.9,5641.0,2.61,25.1,62.3,0.883,6727,750.0,33.7
958.0,329.5,198.5,4504.0,2.22,16.3,60.0,0.657,6753,750.0,27.5
1231.0,508.3,143.7,3560.0,2.39,24.0,67.8,0.997,7236,750.0,40.2
1197.5,476.4,188.5,3381.0,2.69,30.1,62.4,0.536,5817,750.0,28.6
1134.2,444.3,107.0,4764.0,2.82,29.3,60.1,0.824,6157,750.0,34.1
1061.8,522.4,158.7,4519.0,2.8,7.4,61.6,0.985,7209,697.4,41.1
1044.1,475.1,90.4,5084.0,2.02,18.9,64.1,0.612,5801,750.0,22.1
1127.8,350.4,128.7,3916.0,3.12,16.9,63.1,0.639,6592,660.4,46.2
1090.9,407.4,111.6,4207.0,3.34,27.6,64.4,0.788,6666,750.0,34.1
921.8,423.5,180.6,3064.0,2.13,20.0,64.6,0.891,6691,750.0,25.5
1079.4,313.8,148.6,4830.0,1.53,15.5,59.2,0.664,6654,680.2,31.8
1182.2,538.7,185.1,4269.0,3.3,26.2,61.1,0.918,6899,750.0,36.0
1060.7,332.1,152.1,5759.0,3.35,19.2,65.5,0.621,7445,661.7,46.7
918.2,474.4,92.1,4925.0,1.6,12.7,64.5,0.937,6969,717.2,28.6
1175.2,426.6,183.0,4196.0,1.51,31.7,58.9,0.626,5668,750.0,20.2
970.5,306.4,196.7,3791.0,3.13,8.4,61.2,0.809,7245,601.9,52.8
990.5,531.2,206.5,5716.0,2.1,5.5,67.3,0.679,6724,750.0,28.9
957.6,513.0,160.1,3049.0,3.33,9.3,66.6,0.661,6059,740.6,34.7
1015.6,431.1,185.5,3981.0,1.93,9.9,64.7,0.677,6428,719.3,27.8
1164.9,357.2,185.3,5831.0,3.22,21.1,58.7,0.75,7282,744.6,41.1
1081.8,330.4,101.8,4962.0,1.64,23.7,64.1,0.923,7074,704.8,33.6
971.7,390.8,103.0,4598.0,2.02,18.5,58.1,0.88,6391,750.0,24.9
1207.2,363.9,89.9,3611.0,3.45,11.1,64.6,0.725,7514,511.4,68.8
1207.9,426.7,124.8,5500.0,1.96,9.0,65.3,0.641,6425,616.4,47.6
1204.7,541.6,146.3,3613.0,1.77,19.8,63.0,0.927,6362,750.0,26.9
983.6,443.7,219.7,3745.0,3.21,22.0,58.0,0.935,6280,750.0,30.1
1057.9,522.5,140.3,3576.0,1.74,14.1,64.7,0.727,6383,750.0,24.1
1244.7,462.7,181.7,3474.0,1.69,11.6,66.2,0.848,7272,708.4,39.1
1170.2,418.8,177.1,5860.0,2.15,7.4,63.9,0.685,7378,699.4,43.0
909.5,513.7,108.6,4806.0,2.77,5.8,65.1,0.575,6831,714.4,36.1
922.8,417.8,88.2,4914.0,2.92,8.2,58.9,0.661,6571,649.4,37.4
1062.4,517.2,156.4,5863.0,3.26,27.3,65.2,0.841,6925,750.0,37.7
1218.2,372.9,178.0,3692.0,2.58,15.3,64.1,0.885,8011,680.8,51.8
1088.5,332.2,219.8,3018.0,2.29,5.8,61.3,0.926,6901,607.3,48.0
1074.2,513.8,130.2,4797.0,2.22,20.2,64.9,0.509,6573,750.0,26.8
936.9,446.9,205.5,4524.0,3.19,21.1,64.5,0.743,7188,750.0,35.8
1129.9,522.3,133.5,4433.0,2.95,17.9,64.0,0.637,6310,750.0,34.1
1187.7,534.5,176.5,3186.0,3.31,8.3,59.8,0.842,6411,750.0,39.7
1033.1,313.4,163.8,4363.0,3.43,27.6,61.0,0.623,6413,750.0,30.4
1171.5,425.2,87.4,3863.0,2.1,25.7,67.9,0.783,6792,739.4,32.7
1237.6,393.7,91.0,3824.0,2.56,16.8,62.3,0.856,7317,607.1,52.6
971.3,456.5,82.9,3667.0,2.76,16.4,58.6,0.885,5722,750.0,27.5
1083.2,498.4,131.9,3998.0,1.83,9.7,67.0,0.635,7098,709.6,38.1
1000.5,370.1,184.4,4059.0,1.61,27.6,59.7,0.544,5802,750.0,18.3
1177.5,439.2,104.2,3926.0,3.24,23.0,62.0,0.609,6564,750.0,35.3
1102.2,477.2,164.8,5936.0,2.57,7.6,60.8,0.8,6705,743.0,36.5
1122.1,333.6,120.4,5798.0,2.64,16.3,67.6,0.52,7421,599.5,53.6
1179.3,503.5,191.6,4724.0,2.61,32.1,61.8,0.579,5965,750.0,26.5
1038.6,451.5,191.8,5943.0,3.01,18.6,65.1,0.998,7755,750.0,37.4
1220.3,537.4,188.6,5974.0,1.79,14.7,64.0,0.691,6507,750.0,35.9
1086.6,384.9,153.5,4068.0,2.73,24.3,58.4,0.748,6247,750.0,29.5
955.3,327.0,119.8,4336.0,2.44,11.1,61.8,0.506,6200,626.7,39.1
1143.6,426.6,193.3,5877.0,3.29,20.7,61.9,0.796,7304,750.0,40.9
1177.6,321.5,106.1,4826.0,2.54,25.1,67.9,0.663,7574,678.8,43.7
1010.9,542.4,120.6,3639.0,3.39,30.6,66.1,0.765,6283,750.0,31.3
1200.0,309.7,105.8,5068.0,2.21,25.8,66.6,0.763,6691,681.4,39.7
1217.2,488.4,174.4,3617.0,3.43,16.5,61.1,0.984,7376,750.0,45.9
996.9,431.3,176.1,4018.0,3.25,28.0,61.3,0.634,6140,750.0,25.0
1244.2,392.2,171.4,3683.0,2.67,32.0,63.2,0.785,6004,750.0,31.9
949.2,316.5,138.2,3735.0,2.21,19.3,64.3,0.691,6374,696.2,30.2
970.7,455.5,94.0,3014.0,2.25,5.1,65.3,0.711,6386,597.5,40.1
964.5,446.3,207.6,5642.0,3.05,31.4,66.2,0.528,6376,750.0,26.5
1212.9,370.2,151.1,3888.0,2.66,10.0,66.7,0.844,7421,541.3,62.7
1129.0,527.6,137.0,3259.0,2.3,8.8,58.2,0.598,5525,750.0,27.7
953.2,376.0,162.4,3261.0,2.77,14.2,66.0,0.734,7212,690.6,38.3
1054.1,412.4,107.0,4668.0,2.97,16.4,64.1,0.717,7176,692.5,41.4
1115.4,435.9,98.6,5979.0,1.55,29.0,63.3,0.734,6716,750.0,25.0
929.2,325.1,136.8,3435.0,1.68,16.7,64.3,0.688,6276,679.2,32.3
